age,workclass,education,marital-status,occupation,relationship,gender,hours-per-week,capital-gain,capital-loss,income
51,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
19,Private,Some College,Single,White collar,Other family,Female,38,0,0,0
22,Government,HS Graduate,Single,Blue collar,Child,Male,40,0,0,0
59,Government,Some College,Previously married,White collar,Single/Independent,Female,38,0,0,0
42,Government,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,1
39,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
28,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
67,Private,Postgraduate,Single,Service,Single/Independent,Female,40,0,0,0
47,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
20,Private,HS Graduate,Married,Service,Married/Partnered,Female,40,0,0,0
22,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
47,Government,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
49,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,1
35,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
52,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
29,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
73,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
38,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,1
33,Government,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,0
40,Private,Some College,Previously married,White collar,Other family,Female,55,0,0,0
55,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
44,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
22,Private,HS Graduate,Previously married,Blue collar,Child,Male,40,0,0,0
55,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,1
45,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,26,0,0,0
47,Government,Bachelors,Single,White collar,Single/Independent,Female,50,0,0,1
32,Government,Some College,Single,White collar,Single/Independent,Male,38,0,0,0
44,Private,Some College,Previously married,White collar,Single/Independent,Male,50,0,0,0
32,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
48,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
45,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,50,0,0,0
48,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
28,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,1
60,Unknown,Some College,Married,Unknown,Married/Partnered,Male,35,0,0,1
39,Government,Postgraduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
23,Private,Some College,Single,Service,Child,Male,30,0,0,0
23,Government,Middle/High School,Single,White collar,Single/Independent,Male,40,0,0,0
36,Private,Some College,Previously married,White collar,Other family,Female,40,0,0,0
25,Private,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,0
52,Private,HS Graduate,Single,Service,Single/Independent,Male,40,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
45,Private,Bachelors,Married,White collar,Married/Partnered,Female,42,0,0,1
37,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
58,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
43,Private,Some College,Single,White collar,Single/Independent,Female,50,0,0,0
27,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
45,Private,Bachelors,Previously married,White collar,Single/Independent,Female,46,0,0,0
41,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
41,Private,HS Graduate,Married,White collar,Married/Partnered,Male,38,0,0,0
18,Unknown,HS Graduate,Single,Unknown,Child,Female,35,0,0,0
48,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
51,Unknown,Some College,Married,Unknown,Married/Partnered,Male,50,0,0,1
22,Private,Some College,Previously married,White collar,Child,Female,48,0,0,0
47,Private,Middle/High School,Previously married,Blue collar,Other family,Male,40,0,0,0
30,Private,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,1
35,Private,Postgraduate,Single,White collar,Single/Independent,Male,40,0,0,0
32,Private,Bachelors,Previously married,White collar,Single/Independent,Female,32,0,0,0
43,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
41,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
52,Government,Some College,Previously married,Service,Single/Independent,Male,40,0,0,0
35,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,32,0,0,0
57,Private,Middle/High School,Married,Service,Married/Partnered,Male,52,0,0,0
35,Private,Some College,Married,White collar,Single/Independent,Female,44,0,0,0
56,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
49,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
39,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,1
34,Private,Some College,Previously married,White collar,Single/Independent,Female,50,0,0,0
37,Private,Some College,Single,White collar,Single/Independent,Male,40,0,0,0
22,Private,Middle/High School,Single,Service,Single/Independent,Male,35,0,0,0
21,Private,Some College,Single,White collar,Child,Female,25,0,0,0
26,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
34,Private,HS Graduate,Single,Service,Single/Independent,Female,32,0,0,0
54,Government,Bachelors,Married,White collar,Married/Partnered,Male,38,0,0,0
50,Private,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,1
48,Government,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,0
40,Private,Some College,Previously married,White collar,Single/Independent,Female,50,0,0,0
46,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
62,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
38,Private,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
27,Private,Bachelors,Single,White collar,Single/Independent,Female,48,0,0,0
43,Government,Some College,Married,Service,Single/Independent,Female,30,0,0,0
48,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
41,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
30,Private,Some College,Married,White collar,Married/Partnered,Female,45,0,0,0
45,Private,Postgraduate,Single,White collar,Single/Independent,Male,40,0,0,1
45,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
55,Private,Some College,Previously married,White collar,Single/Independent,Female,38,0,0,0
24,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
31,Government,Some College,Single,White collar,Child,Female,25,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,35,0,0,0
37,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
29,Private,Some College,Married,White collar,Married/Partnered,Male,45,0,0,0
56,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
21,Private,HS Graduate,Single,White collar,Single/Independent,Male,40,0,0,0
46,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
63,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
44,Private,HS Graduate,Married,White collar,Married/Partnered,Female,30,0,0,0
26,Private,Some College,Married,White collar,Married/Partnered,Male,42,0,0,0
37,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,50,0,0,0
60,Unknown,Some College,Previously married,Unknown,Single/Independent,Female,40,0,0,1
33,Private,Bachelors,Married,Blue collar,Married/Partnered,Male,45,0,0,0
26,Private,Some College,Single,White collar,Child,Female,35,0,0,0
24,Private,HS Graduate,Single,Service,Single/Independent,Female,35,0,0,0
47,Government,Postgraduate,Married,White collar,Married/Partnered,Male,35,0,0,1
27,Private,Some College,Single,White collar,Single/Independent,Female,30,0,0,0
47,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
50,Government,Postgraduate,Married,White collar,Married/Partnered,Female,40,0,0,0
60,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,35,0,0,0
46,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
40,Government,HS Graduate,Single,White collar,Child,Female,40,0,0,0
69,Private,Middle/High School,Married,White collar,Married/Partnered,Male,55,0,0,0
54,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
56,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
47,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
25,Private,Some College,Single,White collar,Single/Independent,Female,45,0,0,0
24,Private,Middle/High School,Single,Blue collar,Child,Male,50,0,0,0
36,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
37,Private,HS Graduate,Married,Blue collar,Married/Partnered,Female,40,0,0,1
25,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
40,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
26,Private,HS Graduate,Single,White collar,Single/Independent,Male,40,0,0,0
29,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
45,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
35,Government,Some College,Single,White collar,Child,Female,38,0,0,0
32,Private,Some College,Previously married,Blue collar,Single/Independent,Male,45,0,0,0
61,Private,HS Graduate,Previously married,Service,Other family,Female,40,0,0,0
22,Private,Some College,Married,White collar,Child,Female,39,0,0,0
49,Private,Bachelors,Married,Blue collar,Married/Partnered,Male,48,0,0,0
37,Private,HS Graduate,Previously married,White collar,Child,Male,40,0,0,0
23,Unknown,Bachelors,Single,Unknown,Child,Male,50,0,0,0
34,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
49,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,45,0,0,0
41,Private,Some College,Single,Blue collar,Child,Male,40,0,0,0
28,Government,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,0
41,Government,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
50,Private,Postgraduate,Married,White collar,Married/Partnered,Male,36,0,0,1
38,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
47,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
49,Private,Some College,Previously married,White collar,Single/Independent,Female,55,0,0,0
19,Private,Some College,Single,White collar,Child,Female,40,0,0,0
21,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,53,0,0,0
56,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
35,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
41,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,50,0,0,1
30,Private,Middle/High School,Married,White collar,Married/Partnered,Male,40,0,0,0
55,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,32,0,0,0
31,Private,Middle/High School,Single,White collar,Single/Independent,Female,40,0,0,0
24,Private,Bachelors,Single,White collar,Child,Male,48,0,0,0
49,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
23,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,25,0,0,0
50,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,35,0,0,0
38,Private,Bachelors,Single,White collar,Single/Independent,Male,40,0,0,0
49,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,1
45,Private,HS Graduate,Previously married,Service,Other family,Female,50,0,0,0
46,Government,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
19,Private,HS Graduate,Single,Service,Child,Female,30,0,0,0
31,Government,Bachelors,Single,White collar,Child,Female,40,0,0,0
38,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
56,Private,Postgraduate,Married,Blue collar,Married/Partnered,Male,50,0,0,1
24,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
58,Government,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
22,Private,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,0
46,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
30,Private,Preschool,Single,Blue collar,Single/Independent,Male,40,0,0,0
56,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
56,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,44,0,0,1
50,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
28,Unknown,HS Graduate,Previously married,Unknown,Single/Independent,Female,30,0,0,0
42,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
31,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
46,Private,Middle/High School,Single,Service,Single/Independent,Female,25,0,0,0
45,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,40,0,0,1
53,Private,Middle/High School,Married,Service,Married/Partnered,Male,40,0,0,0
45,Private,Some College,Previously married,Service,Single/Independent,Female,40,0,0,0
21,Private,Middle/High School,Single,White collar,Single/Independent,Female,39,0,0,0
37,Private,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,1
42,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
37,Private,HS Graduate,Married,White collar,Married/Partnered,Male,30,0,0,0
30,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,0
37,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,56,0,0,0
36,Unknown,HS Graduate,Previously married,Unknown,Single/Independent,Female,28,0,0,0
33,Private,Postgraduate,Single,White collar,Single/Independent,Female,40,0,0,0
48,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
34,Private,HS Graduate,Married,White collar,Married/Partnered,Female,40,0,0,0
34,Government,Some College,Single,Service,Single/Independent,Male,50,0,0,1
33,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
22,Private,Some College,Single,White collar,Child,Female,25,0,0,0
46,Private,Some College,Single,Blue collar,Single/Independent,Male,50,0,0,0
47,Private,Postgraduate,Married,White collar,Married/Partnered,Male,35,0,0,1
52,Government,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
38,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
58,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
32,Private,Primary,Married,Service,Married/Partnered,Male,40,0,0,0
20,Private,Some College,Single,White collar,Single/Independent,Male,25,0,0,0
25,Private,Some College,Single,White collar,Single/Independent,Male,48,0,0,0
69,Private,HS Graduate,Married,White collar,Married/Partnered,Male,30,0,0,0
28,Private,Bachelors,Married,White collar,Married/Partnered,Female,45,0,0,1
21,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
37,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
21,Private,HS Graduate,Single,Blue collar,Child,Male,32,0,0,0
39,Private,HS Graduate,Married,Service,Other family,Female,40,0,0,0
34,Private,Some College,Married,Service,Married/Partnered,Male,40,0,0,1
33,Government,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
20,Private,Some College,Single,Service,Child,Male,25,0,0,0
22,Unknown,Some College,Single,Unknown,Child,Male,40,0,0,0
23,Private,HS Graduate,Previously married,Blue collar,Child,Male,44,0,0,0
19,Private,Some College,Single,White collar,Child,Female,38,0,0,0
24,Private,Some College,Single,Blue collar,Child,Male,40,0,0,0
20,Private,Some College,Single,White collar,Child,Male,30,0,0,0
18,Private,Middle/High School,Single,Blue collar,Child,Male,30,0,0,0
27,Private,HS Graduate,Previously married,White collar,Child,Female,40,0,0,0
52,Private,Some College,Previously married,White collar,Single/Independent,Female,32,0,0,0
42,Government,HS Graduate,Previously married,White collar,Single/Independent,Male,40,0,0,0
39,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
68,Unknown,Middle/High School,Married,Unknown,Married/Partnered,Male,30,0,0,0
35,Private,HS Graduate,Single,Blue collar,Single/Independent,Female,48,0,0,0
54,Private,Bachelors,Married,Service,Married/Partnered,Male,40,0,0,0
64,Unknown,Preschool,Married,Unknown,Married/Partnered,Male,40,0,0,0
28,Private,Bachelors,Single,White collar,Single/Independent,Female,35,0,0,0
36,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,47,0,0,0
24,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,0
21,Private,Some College,Single,White collar,Child,Female,30,0,0,0
41,Government,Postgraduate,Previously married,White collar,Single/Independent,Female,55,0,0,0
67,Private,Some College,Married,Blue collar,Married/Partnered,Male,44,0,0,0
46,Private,HS Graduate,Previously married,Blue collar,Child,Female,40,0,0,0
52,Private,HS Graduate,Single,White collar,Single/Independent,Female,36,0,0,0
44,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
65,Unknown,Middle/High School,Married,Unknown,Married/Partnered,Male,40,0,0,0
27,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Female,35,0,0,0
30,Private,HS Graduate,Single,White collar,Single/Independent,Female,45,0,0,0
48,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,37,0,0,1
35,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
28,Private,Bachelors,Single,White collar,Single/Independent,Male,45,0,0,0
40,Private,Postgraduate,Married,White collar,Married/Partnered,Male,55,0,0,1
33,Private,Some College,Single,White collar,Single/Independent,Male,40,0,0,0
40,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,1
25,Private,Middle/High School,Single,White collar,Other family,Male,45,0,0,0
45,Private,Bachelors,Married,White collar,Married/Partnered,Male,38,0,0,1
30,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,1
53,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
39,Government,Bachelors,Previously married,Service,Single/Independent,Male,40,0,0,1
42,Private,Some College,Married,Blue collar,Married/Partnered,Male,45,0,0,1
27,Private,Postgraduate,Single,White collar,Child,Female,40,0,0,0
22,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
29,Private,HS Graduate,Married,White collar,Married/Partnered,Female,40,0,0,1
32,Private,Some College,Previously married,Blue collar,Child,Male,46,0,0,0
53,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
41,Private,Bachelors,Previously married,White collar,Single/Independent,Female,30,0,0,0
30,Private,Some College,Previously married,White collar,Child,Male,40,0,0,0
21,Private,Some College,Single,White collar,Single/Independent,Female,30,0,0,0
58,Government,HS Graduate,Married,Service,Single/Independent,Female,40,0,0,0
45,Government,Bachelors,Previously married,Service,Single/Independent,Female,40,0,0,0
40,Private,Middle/High School,Previously married,Blue collar,Child,Male,40,0,0,0
50,Private,Some College,Married,Service,Married/Partnered,Female,40,0,0,0
23,Private,HS Graduate,Previously married,Blue collar,Other family,Female,40,0,0,0
27,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
36,Government,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
22,Government,HS Graduate,Single,White collar,Other family,Male,40,0,0,0
37,Government,Some College,Single,Service,Child,Male,40,0,0,0
54,Private,Bachelors,Married,Blue collar,Married/Partnered,Male,40,0,0,0
36,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,50,0,0,0
44,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
38,Private,Some College,Married,Service,Married/Partnered,Male,40,0,0,1
49,Private,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
26,Private,Bachelors,Single,White collar,Single/Independent,Male,48,0,0,0
48,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
32,Private,Middle/High School,Married,Blue collar,Married/Partnered,Female,40,0,0,0
35,Government,HS Graduate,Single,White collar,Child,Male,40,0,0,0
40,Private,HS Graduate,Single,White collar,Single/Independent,Female,45,0,0,0
31,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
35,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,1
29,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
41,Private,Some College,Previously married,Blue collar,Single/Independent,Male,46,0,0,1
33,Private,Postgraduate,Single,White collar,Single/Independent,Female,50,0,0,1
28,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
27,Private,HS Graduate,Previously married,Blue collar,Child,Female,40,0,0,0
42,Government,Postgraduate,Single,White collar,Single/Independent,Female,40,0,0,1
37,Private,Postgraduate,Married,White collar,Married/Partnered,Female,35,0,0,0
51,Private,HS Graduate,Married,White collar,Single/Independent,Female,38,0,0,0
27,Government,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,0
53,Private,HS Graduate,Single,White collar,Single/Independent,Female,40,0,0,0
45,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
37,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,0
40,Government,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
54,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
47,Private,HS Graduate,Married,White collar,Married/Partnered,Male,42,0,0,1
35,Private,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,1
28,Government,Some College,Single,White collar,Other family,Male,40,0,0,0
39,Government,Bachelors,Married,White collar,Married/Partnered,Female,55,0,0,1
34,Private,Middle/High School,Single,Service,Single/Independent,Female,40,0,0,0
21,Private,Some College,Single,White collar,Child,Male,35,0,0,0
63,Private,HS Graduate,Married,White collar,Married/Partnered,Male,45,0,0,0
21,Private,Some College,Single,Service,Child,Male,30,0,0,0
50,Private,Primary,Previously married,White collar,Single/Independent,Female,40,0,0,0
31,Private,Bachelors,Single,White collar,Single/Independent,Male,45,0,0,0
23,Private,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,0
45,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,1
35,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
32,Private,Bachelors,Single,Blue collar,Child,Male,40,0,0,0
38,Private,HS Graduate,Married,White collar,Other family,Male,40,0,0,1
64,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
25,Private,Bachelors,Single,White collar,Single/Independent,Female,50,0,0,0
67,Private,Postgraduate,Married,White collar,Married/Partnered,Male,48,0,0,1
24,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,30,0,0,0
46,Private,Primary,Previously married,Blue collar,Child,Female,40,0,0,0
38,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,0
20,Private,Middle/High School,Single,Blue collar,Other family,Male,40,0,0,0
28,Unknown,Some College,Single,Unknown,Other family,Female,40,0,0,0
26,Private,Bachelors,Single,White collar,Single/Independent,Male,48,0,0,0
31,Government,Some College,Single,Service,Single/Independent,Male,40,0,0,0
37,Government,Some College,Previously married,Service,Single/Independent,Male,38,0,0,0
53,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
45,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,35,0,0,0
33,Private,HS Graduate,Single,White collar,Single/Independent,Female,50,0,0,0
33,Government,Postgraduate,Married,Service,Married/Partnered,Male,40,0,0,0
35,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,25,0,0,0
60,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
38,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,45,0,0,0
40,Private,Some College,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
40,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,1
34,Private,Some College,Married,Blue collar,Married/Partnered,Male,55,0,0,1
49,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
37,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,1
52,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,30,0,0,1
48,Private,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
36,Government,Some College,Previously married,Service,Single/Independent,Male,55,0,0,0
42,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
37,Private,Some College,Married,Blue collar,Married/Partnered,Male,55,0,0,1
44,Government,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,0
29,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
42,Government,Postgraduate,Married,White collar,Married/Partnered,Male,35,0,0,1
56,Private,Middle/High School,Previously married,Service,Single/Independent,Female,32,0,0,0
28,Private,Middle/High School,Single,White collar,Child,Male,40,0,0,0
19,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,25,0,0,0
49,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
36,Private,Some College,Married,Service,Married/Partnered,Female,50,0,0,0
25,Private,Some College,Married,Blue collar,Married/Partnered,Male,35,0,0,0
26,Private,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
37,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
42,Private,HS Graduate,Married,White collar,Married/Partnered,Male,35,0,0,1
41,Private,Some College,Previously married,Service,Single/Independent,Female,36,0,0,1
31,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
36,Government,Some College,Married,Service,Married/Partnered,Male,57,0,0,1
20,Private,Some College,Single,White collar,Single/Independent,Female,25,0,0,0
36,Private,Some College,Single,Blue collar,Single/Independent,Male,45,0,0,0
50,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,1
37,Private,HS Graduate,Single,Blue collar,Child,Male,40,0,0,0
32,Private,HS Graduate,Married,Blue collar,Married/Partnered,Female,40,0,0,0
59,Private,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
42,Private,Some College,Married,White collar,Married/Partnered,Male,37,0,0,0
32,Private,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,0
50,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Male,45,0,0,0
18,Private,Some College,Single,Blue collar,Single/Independent,Male,30,0,0,0
60,Private,Postgraduate,Single,White collar,Single/Independent,Male,50,0,0,0
60,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
49,Private,HS Graduate,Previously married,Service,Single/Independent,Female,35,0,0,0
35,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,0
59,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
55,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
48,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
23,Private,Bachelors,Single,White collar,Child,Male,40,0,0,0
22,Private,Some College,Single,Service,Child,Male,30,0,0,0
55,Private,Postgraduate,Married,White collar,Married/Partnered,Male,55,0,0,1
19,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
42,Private,Some College,Married,Service,Married/Partnered,Male,40,0,0,1
34,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,50,0,0,0
30,Private,Some College,Previously married,Service,Single/Independent,Female,40,0,0,0
62,Private,Some College,Previously married,Blue collar,Single/Independent,Female,50,0,0,0
51,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
34,Private,HS Graduate,Married,Service,Married/Partnered,Male,30,0,0,0
28,Private,Postgraduate,Single,White collar,Child,Male,40,0,0,0
56,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
46,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,30,0,0,0
23,Government,Some College,Married,White collar,Child,Female,40,0,0,0
33,Private,Bachelors,Married,White collar,Married/Partnered,Female,30,0,0,0
37,Government,Bachelors,Previously married,White collar,Single/Independent,Female,36,0,0,0
39,Government,Middle/High School,Married,Service,Married/Partnered,Male,40,0,0,0
26,Private,Some College,Single,White collar,Child,Female,40,0,0,0
33,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
33,Private,HS Graduate,Married,Service,Married/Partnered,Male,30,0,0,0
26,Private,Some College,Previously married,White collar,Single/Independent,Female,38,0,0,0
